"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Darius Alpha","US","Action,Shooter,Scrolling","Darius Alpha is an Action game, developed by Bits Laboratory and published by NEC Interchannel,which was released in Japan in 1990.","3.0","8.0","n/a","Bits Laboratory","1990 ","http://www.gamefaqs.com/tg16/583234-darius-alpha"
"Darius Plus","US","Action,Shooter,Scrolling","Darius Plus is an Action game, developed by Bits Laboratory and published by NEC Interchannel,which was released in Japan in 1990.","8.0","8.3","n/a","Bits Laboratory","Sep 21, 1990 ","http://www.gamefaqs.com/tg16/588937-darius-plus"
"Davis-Cup Tennis","US","Sports,Traditional,Tennis","Davis-Cup Tennis is a Sports game, developed by Loriciels and published by NEC,which was released in 1991.","9.0","5.0","n/a","Loriciels","1991 ","http://www.gamefaqs.com/tg16/588939-davis-cup-tennis"
"Davis-Cup Tennis","US","Sports,Traditional,Tennis","Davis-Cup Tennis is a Sports game, developed by Loriciels and published by NEC,which was released in 1991.","9.0","5.0","n/a","Loriciels","1991 ","http://www.gamefaqs.com/tg16/588939-davis-cup-tennis"
"Dead Moon","US","Action,Shooter,Scrolling","Dead Moon is an Action game, developed by Zap and published by TSS,which was released in Japan in 1991.","6.0","6.9","","Zap","1992 ","http://www.gamefaqs.com/tg16/588940-dead-moon"
"Dead Moon: Tsuki Sekai no Akumu","JP","Action,Shooter,Scrolling","Dead Moon is an Action game, developed by Zap and published by TSS,which was released in Japan in 1991.","6.0","6.9","","Zap","1992 ","http://www.gamefaqs.com/tg16/588940-dead-moon"
"Dead Moon","US","Action,Shooter,Scrolling","Dead Moon is an Action game, developed by Zap and published by TSS,which was released in Japan in 1991.","6.0","6.9","","Zap","1992 ","http://www.gamefaqs.com/tg16/588940-dead-moon"
"Dead Moon: Tsuki Sekai no Akumu","JP","Action,Shooter,Scrolling","Dead Moon is an Action game, developed by Zap and published by TSS,which was released in Japan in 1991.","6.0","6.9","","Zap","1992 ","http://www.gamefaqs.com/tg16/588940-dead-moon"
"Deep Blue","US","Action,Shooter,Scrolling","You command an A.N.G.E.L. Fish Attack Sub. Your mission: rid the oceans of the evil aliens in their Undersea Palace deep in the ocean depths. On top the water is calm, beautiful. But as you descend toward the Palace, you won't believe your goggles! Scaled creatures snarl. Swarms of mutant fish attack. Power up! Use the Swirl Cutter! Energy Fin full throttle! Fire! Fire! Be John Paul Jones. Or be Davey Jones. Fire!","1.0","6.9","","Pack-In-Video","1989 ","http://www.gamefaqs.com/tg16/588941-deep-blue"
"Deep Blue Kaitei Shinwa","JP","Action,Shooter,Scrolling","You command an A.N.G.E.L. Fish Attack Sub. Your mission: rid the oceans of the evil aliens in their Undersea Palace deep in the ocean depths. On top the water is calm, beautiful. But as you descend toward the Palace, you won't believe your goggles! Scaled creatures snarl. Swarms of mutant fish attack. Power up! Use the Swirl Cutter! Energy Fin full throttle! Fire! Fire! Be John Paul Jones. Or be Davey Jones. Fire!","1.0","6.9","","Pack-In-Video","1989 ","http://www.gamefaqs.com/tg16/588941-deep-blue"
"Deep Blue","US","Action,Shooter,Scrolling","You command an A.N.G.E.L. Fish Attack Sub. Your mission: rid the oceans of the evil aliens in their Undersea Palace deep in the ocean depths. On top the water is calm, beautiful. But as you descend toward the Palace, you won't believe your goggles! Scaled creatures snarl. Swarms of mutant fish attack. Power up! Use the Swirl Cutter! Energy Fin full throttle! Fire! Fire! Be John Paul Jones. Or be Davey Jones. Fire!","1.0","6.9","","Pack-In-Video","1989 ","http://www.gamefaqs.com/tg16/588941-deep-blue"
"Deep Blue Kaitei Shinwa","JP","Action,Shooter,Scrolling","You command an A.N.G.E.L. Fish Attack Sub. Your mission: rid the oceans of the evil aliens in their Undersea Palace deep in the ocean depths. On top the water is calm, beautiful. But as you descend toward the Palace, you won't believe your goggles! Scaled creatures snarl. Swarms of mutant fish attack. Power up! Use the Swirl Cutter! Energy Fin full throttle! Fire! Fire! Be John Paul Jones. Or be Davey Jones. Fire!","1.0","6.9","","Pack-In-Video","1989 ","http://www.gamefaqs.com/tg16/588941-deep-blue"
"Detana!! TwinBee","US","Action,Shooter,Scrolling","Detana!! TwinBee is an Action game, developed and published by Konami,which was released in Japan in 1992.","7.0","7.3","","Konami","Mar 23, 2009 ","http://www.gamefaqs.com/tg16/589153-detana-twinbee"
"Devil's Crush","US","Miscellaneous,Parlor,Pinball","Play video pinball that will set you on fire! Explosive graphics and demonic sound beckon you to the underworld for a devilish pinball simulation. Rebound off the She-Giant. So beautiful when she sleeps. So evil when she awakens. Burn up in the bonus rounds where dragons will roast you, skeletons will toast you and sorcerers will plan a barbecue around you. Finally, if you flip your way past them all, fight the ultimate Armageddon!","8.8","8.2","","Compile","1990 ","http://www.gamefaqs.com/tg16/588942-devils-crush"
"Devil Crash","JP","Miscellaneous,Parlor,Pinball","Play video pinball that will set you on fire! Explosive graphics and demonic sound beckon you to the underworld for a devilish pinball simulation. Rebound off the She-Giant. So beautiful when she sleeps. So evil when she awakens. Burn up in the bonus rounds where dragons will roast you, skeletons will toast you and sorcerers will plan a barbecue around you. Finally, if you flip your way past them all, fight the ultimate Armageddon!","8.8","8.2","","Compile","1990 ","http://www.gamefaqs.com/tg16/588942-devils-crush"
"Devil's Crush","US","Miscellaneous,Parlor,Pinball","Play video pinball that will set you on fire! Explosive graphics and demonic sound beckon you to the underworld for a devilish pinball simulation. Rebound off the She-Giant. So beautiful when she sleeps. So evil when she awakens. Burn up in the bonus rounds where dragons will roast you, skeletons will toast you and sorcerers will plan a barbecue around you. Finally, if you flip your way past them all, fight the ultimate Armageddon!","8.8","8.2","","Compile","1990 ","http://www.gamefaqs.com/tg16/588942-devils-crush"
"Devil Crash","JP","Miscellaneous,Parlor,Pinball","Play video pinball that will set you on fire! Explosive graphics and demonic sound beckon you to the underworld for a devilish pinball simulation. Rebound off the She-Giant. So beautiful when she sleeps. So evil when she awakens. Burn up in the bonus rounds where dragons will roast you, skeletons will toast you and sorcerers will plan a barbecue around you. Finally, if you flip your way past them all, fight the ultimate Armageddon!","8.8","8.2","","Compile","1990 ","http://www.gamefaqs.com/tg16/588942-devils-crush"
"Die Hard","US","Action,General","Dozens of terrorists. A handful of hostages. World class weapons. And a barefoot cop with very little time. You're John McClane, a tough New York cop, alone, tired and barefoot. Terrorists have taken over the building, they've got hostages, including your wife, and the L.A. cops don't know about you or the terrorists... yet! Intelligent enemies: The terrorists don't stay in one place and they track you from level to level. Exclusive 'RealVision' feature: See only what your character can see. Use stairs, elevators and air vents to go from floor to floor, evade enemy fire, or launch surprise attacks. Explosive weapons include Uzis, flash bombs, C4 explosives, a rocket launcher and more. Multiple endings for unpredictable excitement and replayability!","n/a","6.0","n/a","Pack-In-Video","Sep 28, 1990 ","http://www.gamefaqs.com/tg16/588943-die-hard"
"Digital Champ","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","JP","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","AU","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ Battle Boxing","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","JP","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","AU","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ Battle Boxing","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","JP","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ: Battle Boxing ","AU","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Digital Champ Battle Boxing","US","Sports,Traditional,Boxing","Digital Champ is a Sports game, published by Naxat Soft,which was released in Japan in 1989.","n/a","1.0","","Naxat Soft","Oct 20, 2008 ","http://www.gamefaqs.com/tg16/588944-digital-champ"
"Disney's Darkwing Duck","US","Action,Platformer,2D","The kingpins of crime are at it again! The mysterious criminal organization F.O.W.L. has hatched a plan to take control of the peaceful city of St. Canard. Six of their most heinous henchmen are running rampant through the city and only the daring Darkwing Duck can bring them to justice! Join Darkwing as he explores the woods to weed out Bushroot's evil plan. Search the warehouses along the wharf for Mega Volt and pull the plug on an electrifying scheme. Track down all six of FOWL's crafty criminals and then prepare yourself as Darkwing squares off against the sinister Steelbeak in his fiendish floating fortress!","n/a","6.1","n/a","Interactive Designs","1992 ","http://www.gamefaqs.com/tg16/588938-disneys-darkwing-duck"
"Disney's TaleSpin","US","Action,Shooter,Scrolling","Soar into the wild blue yonder with Kit and Baloo, your madcap buddies. Scramble to win the world's zaniest flying contest ever, in Higher for Hire's famous flying machine, the Sea Duck. The prize: a lucrative air-transport contract and glory for all! Fly in the face of adversity as you compete against Shere Khan. Fend off lowdown high-altitude strikes by Air Pirate Don Karnage. This airborne bully will stop at nothing to see you fail! You've got non-stop ground action, too. Leap quagmires, ford rivers, and swing from vines through a treacherous jungle. So strap on your goggles, and hang on for dear life as you soar into the wildest adventure in aviation history!","7.0","6.0","n/a","Interactive Designs","1991 ","http://www.gamefaqs.com/tg16/589133-disneys-talespin"
"Don Doko Don","US","Action,Platformer,2D","Don Doko Don is an Action game, developed by ITL and published by Taito Corporation,which was released in Japan in 1990.","n/a","6.0","n/a","ITL","May 31, 1990 ","http://www.gamefaqs.com/tg16/588946-don-doko-don"
"Doraemon Nobita No Dorabian Nights","US","Action,Platformer,2D","Doraemon Nobita No Dorabian Nights is an Action game, developed by Now Production and published by Hudson,which was released in Japan in 1991.","n/a","6.3","n/a","Now Production","Dec6, 1991 ","http://www.gamefaqs.com/tg16/924868-doraemon-nobita-no-dorabian-nights"
"Doraemon Nobita No Dorabian Night","JP","Action,Platformer,2D","Doraemon Nobita No Dorabian Nights is an Action game, developed by Now Production and published by Hudson,which was released in Japan in 1991.","n/a","6.3","n/a","Now Production","Dec6, 1991 ","http://www.gamefaqs.com/tg16/924868-doraemon-nobita-no-dorabian-nights"
"Doraemon Nobita No Dorabian Nights","US","Action,Platformer,2D","Doraemon Nobita No Dorabian Nights is an Action game, developed by Now Production and published by Hudson,which was released in Japan in 1991.","n/a","6.3","n/a","Now Production","Dec6, 1991 ","http://www.gamefaqs.com/tg16/924868-doraemon-nobita-no-dorabian-nights"
"Doraemon Nobita No Dorabian Night","JP","Action,Platformer,2D","Doraemon Nobita No Dorabian Nights is an Action game, developed by Now Production and published by Hudson,which was released in Japan in 1991.","n/a","6.3","n/a","Now Production","Dec6, 1991 ","http://www.gamefaqs.com/tg16/924868-doraemon-nobita-no-dorabian-nights"
"Cratermaze","US","Action,General","Cratermaze is a comical action game set in a parallel world. While on a trip through time, you and your friends are confronted by Kublai, henchman to the evil Zenzombie. He traps your friends at separate points in the space-time continuum. Now you must fight your way through 60 rounds of mazes to save your friends. Dinosaurs, ninjas, robots and other enemies lurk within the mazes, spanning from primitive times to the future. Escape the enemies by digging holes to trap them in and then filling the holes to finish them off.","7.0","7.2","","Hudson","1990 ","http://www.gamefaqs.com/tg16/588931-cratermaze"
